Chromosome,ChromStart,ChromEnd,Band,Stain
chr7,54866330,54866330,p36.33,acen
chr7,54866330,54866490,q11,gneg
chr7,54866490,54866490,p36.33,acen
chr7,54866490,54866640,q11,gneg
chr7,54866640,54866640,p36.33,acen
chr7,54866640,54866802,q11,gneg
chr7,54866802,54866802,p36.33,acen
chr7,54866802,54866952,q11,gneg
chr7,54866952,54866952,p36.33,acen
chr7,54866952,54867107,q11,gneg
chr7,54867107,54867107,p36.33,acen
chr7,54867107,54867263,q11,gneg
chr7,54867263,54867263,p36.33,acen
chr7,54867263,54867418,q11,gneg
chr7,54867418,54867418,p36.33,acen
chr7,54867418,54867573,q11,gneg
chr7,54867573,54867573,p36.33,acen
chr7,54867573,54867727,q11,gneg
chr7,54867727,54867727,p36.33,acen
chr7,54867727,57286349,q11,gneg
chr7,57286349,57286349,p36.33,acen
chr7,57286349,57286505,q11,gneg
chr7,57286505,57286505,p36.33,acen
chr7,57286505,57286671,q11,gneg
chr7,57286671,57286671,p36.33,acen
chr7,57286671,57286825,q11,gneg
chr7,57286825,57286825,p36.33,acen
chr7,57286825,60388160,q11,gneg
chr7,60388160,60388160,p36.33,acen
chr7,60388160,60388306,q11,gneg
chr7,60388306,60388306,p36.33,acen
chr7,60388306,60388619,q11,gneg
chr7,60388619,60388619,p36.33,acen
chr7,60388619,60388785,q11,gneg
chr7,60388785,60388785,p36.33,acen
chr7,60388785,60388932,q11,gneg
chr7,60388932,60388932,p36.33,acen
chr7,60388932,60389089,q11,gneg
chr7,60389089,60389089,p36.33,acen
chr7,60389089,60389243,q11,gneg
chr7,60389243,60389243,p36.33,acen
chr7,60389243,60389639,q11,gneg
chr7,60389639,60389639,p36.33,acen
chr7,60389639,60389789,q11,gneg
chr7,60389789,60389789,p36.33,acen
chr7,60389789,60389945,q11,gneg
chr7,60389945,60389945,p36.33,acen
chr7,60389945,60390099,q11,gneg
chr7,60390099,60390099,p36.33,acen
chr7,60390099,60390252,q11,gneg
chr7,60390252,60390252,p36.33,acen
chr7,60390252,60390408,q11,gneg
chr7,60390408,60390408,p36.33,acen
chr7,60390408,60390564,q11,gneg
chr7,60390564,60390564,p36.33,acen
chr7,60390564,60390873,q11,gneg
chr7,60390873,60390873,p36.33,acen
chr7,60390873,60391029,q11,gneg
chr7,60391029,60391029,p36.33,acen
chr7,60391029,60391186,q11,gneg
chr7,60391186,60391186,p36.33,acen
chr7,60391186,60391341,q11,gneg
chr7,60391341,60391341,p36.33,acen
chr7,60391341,60391513,q11,gneg
chr7,60391513,60391513,p36.33,acen
chr7,60391513,60391650,q11,gneg
chr7,60391650,60391650,p36.33,acen
chr7,60391650,60391805,q11,gneg
chr7,60391805,60391805,p36.33,acen
chr7,60391805,60391960,q11,gneg
chr7,60391960,60391960,p36.33,acen
chr7,60391960,60392114,q11,gneg
chr7,60392114,60392114,p36.33,acen
chr7,60392114,60392277,q11,gneg
chr7,60392277,60392277,p36.33,acen
chr7,60392277,60392441,q11,gneg
chr7,60392441,60392441,p36.33,acen
chr7,60392441,60392586,q11,gneg
chr7,60392586,60392586,p36.33,acen
chr7,60392586,60392741,q11,gneg
chr7,60392741,60392741,p36.33,acen
chr7,60392741,60392900,q11,gneg
chr7,60392900,60392900,p36.33,acen
chr7,60392900,60393053,q11,gneg
chr7,60393053,60393053,p36.33,acen
chr7,60393053,60393207,q11,gneg
chr7,60393207,60393207,p36.33,acen
chr7,60393207,60393379,q11,gneg
chr7,60393379,60393379,p36.33,acen
chr7,60393379,60393521,q11,gneg
chr7,60393521,60393521,p36.33,acen
chr7,60393521,60393672,q11,gneg
chr7,60393672,60393672,p36.33,acen
chr7,60393672,60393827,q11,gneg
chr7,60393827,60393827,p36.33,acen
chr7,60393827,60393980,q11,gneg
chr7,60393980,60393980,p36.33,acen
chr7,60393980,60394133,q11,gneg
chr7,60394133,60394133,p36.33,acen
chr7,60394133,60394289,q11,gneg
chr7,60394289,60394289,p36.33,acen
chr7,60394289,60394445,q11,gneg
chr7,60394445,60394445,p36.33,acen
chr7,60394445,60394598,q11,gneg
chr7,60394598,60394598,p36.33,acen
chr7,60394598,60394752,q11,gneg
chr7,60394752,60394752,p36.33,acen
chr7,60394752,60394907,q11,gneg
chr7,60394907,60394907,p36.33,acen
chr7,60394907,60395061,q11,gneg
chr7,60395061,60395061,p36.33,acen
chr7,60395061,60395217,q11,gneg
chr7,60395217,60395217,p36.33,acen
chr7,60395217,60395373,q11,gneg
chr7,60395373,60395373,p36.33,acen
chr7,60395373,60395527,q11,gneg
chr7,60395527,60395527,p36.33,acen
chr7,60395527,60395683,q11,gneg
chr7,60395683,60395683,p36.33,acen
chr7,60395683,60395846,q11,gneg
chr7,60395846,60395846,p36.33,acen
chr7,60395846,60395995,q11,gneg
chr7,60395995,60395995,p36.33,acen
chr7,60395995,60396146,q11,gneg
chr7,60396146,60396146,p36.33,acen
chr7,60396146,60396301,q11,gneg
chr7,60396301,60396301,p36.33,acen
chr7,60396301,60396467,q11,gneg
chr7,60396467,60396467,p36.33,acen
chr7,60396467,60397813,q11,gneg
chr7,60397813,60397813,p36.33,acen
chr7,60397813,60397969,q11,gneg
chr7,60397969,60397969,p36.33,acen
chr7,60397969,60398124,q11,gneg
chr7,60398124,60398124,p36.33,acen
chr7,60398124,60398280,q11,gneg
chr7,60398280,60398280,p36.33,acen
chr7,60398280,60398436,q11,gneg
chr7,60398436,60398436,p36.33,acen
chr7,60398436,60398590,q11,gneg
chr7,60398590,60398590,p36.33,acen
chr7,60398590,60398747,q11,gneg
chr7,60398747,60398747,p36.33,acen
chr7,60398747,60398909,q11,gneg
chr7,60398909,60398909,p36.33,acen
chr7,60398909,60399062,q11,gneg
chr7,60399062,60399062,p36.33,acen
chr7,60399062,60399216,q11,gneg
chr7,60399216,60399216,p36.33,acen
chr7,60399216,60399371,q11,gneg
chr7,60399371,60399371,p36.33,acen
chr7,60399371,60399525,q11,gneg
chr7,60399525,60399525,p36.33,acen
chr7,60399525,60399681,q11,gneg
chr7,60399681,60399681,p36.33,acen
chr7,60399681,60399835,q11,gneg
chr7,60399835,60399835,p36.33,acen
chr7,60399835,60399989,q11,gneg
chr7,60399989,60399989,p36.33,acen
chr7,60399989,60400145,q11,gneg
chr7,60400145,60400145,p36.33,acen
chr7,60400145,60400300,q11,gneg
chr7,60400300,60400300,p36.33,acen
chr7,60400300,60400456,q11,gneg
chr7,60400456,60400456,p36.33,acen
chr7,60400456,60400611,q11,gneg
chr7,60400611,60400611,p36.33,acen
chr7,60400611,60400778,q11,gneg
chr7,60400778,60400778,p36.33,acen
chr7,60400778,60400921,q11,gneg
chr7,60400921,60400921,p36.33,acen
chr7,60400921,60401076,q11,gneg
chr7,60401076,60401076,p36.33,acen
chr7,60401076,60401230,q11,gneg
chr7,60401230,60401230,p36.33,acen
chr7,60401230,60401386,q11,gneg
chr7,60401386,60401386,p36.33,acen
chr7,60401386,60401542,q11,gneg
chr7,60401542,60401542,p36.33,acen
chr7,60401542,60401693,q11,gneg
chr7,60401693,60401693,p36.33,acen
chr7,60401693,60401848,q11,gneg
chr7,60401848,60401848,p36.33,acen
chr7,60401848,60402007,q11,gneg
chr7,60402007,60402007,p36.33,acen
chr7,60402007,60402166,q11,gneg
chr7,60402166,60402166,p36.33,acen
chr7,60402166,60402321,q11,gneg
chr7,60402321,60402321,p36.33,acen
chr7,60402321,60402479,q11,gneg
chr7,60402479,60402479,p36.33,acen
chr7,60402479,60402635,q11,gneg
chr7,60402635,60402635,p36.33,acen
chr7,60402635,60402790,q11,gneg
chr7,60402790,60402790,p36.33,acen
chr7,60402790,60403296,q11,gneg
chr7,60403296,60403296,p36.33,acen
chr7,60403296,60403449,q11,gneg
chr7,60403449,60403449,p36.33,acen
chr7,60403449,60403605,q11,gneg
chr7,60403605,60403605,p36.33,acen
chr7,60403605,60403760,q11,gneg
chr7,60403760,60403760,p36.33,acen
chr7,60403760,60403923,q11,gneg
chr7,60403923,60403923,p36.33,acen
chr7,60403923,60404068,q11,gneg
chr7,60404068,60404068,p36.33,acen
chr7,60404068,60404224,q11,gneg
chr7,60404224,60404224,p36.33,acen
chr7,60404224,60404378,q11,gneg
chr7,60404378,60404378,p36.33,acen
chr7,60404378,60404534,q11,gneg
chr7,60404534,60404534,p36.33,acen
chr7,60404534,60404690,q11,gneg
chr7,60404690,60404690,p36.33,acen
chr7,60404690,60404844,q11,gneg
chr7,60404844,60404844,p36.33,acen
chr7,60404844,60405000,q11,gneg
chr7,60405000,60405000,p36.33,acen
chr7,60405000,60405163,q11,gneg
chr7,60405163,60405163,p36.33,acen
chr7,60405163,60405321,q11,gneg
chr7,60405321,60405321,p36.33,acen
chr7,60405321,60405465,q11,gneg
chr7,60405465,60405465,p36.33,acen
chr7,60405465,60405622,q11,gneg
chr7,60405622,60405622,p36.33,acen
chr7,60405622,60405777,q11,gneg
chr7,60405777,60405777,p36.33,acen
chr7,60405777,60405943,q11,gneg
chr7,60405943,60405943,p36.33,acen
chr7,60405943,60406096,q11,gneg
chr7,60406096,60406096,p36.33,acen
chr7,60406096,60406251,q11,gneg
chr7,60406251,60406251,p36.33,acen
chr7,60406251,60406407,q11,gneg
chr7,60406407,60406407,p36.33,acen
chr7,60406407,60406563,q11,gneg
chr7,60406563,60406563,p36.33,acen
chr7,60406563,60406718,q11,gneg
chr7,60406718,60406718,p36.33,acen
chr7,60406718,60406872,q11,gneg
chr7,60406872,60406872,p36.33,acen
chr7,60406872,60407026,q11,gneg
chr7,60407026,60407026,p36.33,acen
chr7,60407026,60407181,q11,gneg
chr7,60407181,60407181,p36.33,acen
chr7,60407181,60408021,q11,gneg
chr7,60408021,60408021,p36.33,acen
chr7,60408021,60408176,q11,gneg
chr7,60408176,60408176,p36.33,acen
chr7,60408176,60408329,q11,gneg
chr7,60408329,60408329,p36.33,acen
chr7,60408329,60408485,q11,gneg
chr7,60408485,60408485,p36.33,acen
chr7,60408485,60408640,q11,gneg
chr7,60408640,60408640,p36.33,acen
chr7,60408640,60408796,q11,gneg
chr7,60408796,60408796,p36.33,acen
chr7,60408796,60408951,q11,gneg
chr7,60408951,60408951,p36.33,acen
chr7,60408951,60409118,q11,gneg
chr7,60409118,60409118,p36.33,acen
chr7,60409118,60409261,q11,gneg
chr7,60409261,60409261,p36.33,acen
chr7,60409261,60409416,q11,gneg
chr7,60409416,60409416,p36.33,acen
chr7,60409416,60409570,q11,gneg
chr7,60409570,60409570,p36.33,acen
chr7,60409570,60409725,q11,gneg
chr7,60409725,60409725,p36.33,acen
chr7,60409725,60409880,q11,gneg
chr7,60409880,60409880,p36.33,acen
chr7,60409880,60410037,q11,gneg
chr7,60410037,60410037,p36.33,acen
chr7,60410037,60410191,q11,gneg
chr7,60410191,60410191,p36.33,acen
chr7,60410191,60410345,q11,gneg
chr7,60410345,60410345,p36.33,acen
chr7,60410345,60410501,q11,gneg
chr7,60410501,60410501,p36.33,acen
chr7,60410501,60410655,q11,gneg
chr7,60410655,60410655,p36.33,acen
chr7,60410655,60410809,q11,gneg
chr7,60410809,60410809,p36.33,acen
chr7,60410809,60410965,q11,gneg
chr7,60410965,60410965,p36.33,acen
chr7,60410965,60411120,q11,gneg
chr7,60411120,60411120,p36.33,acen
chr7,60411120,60411276,q11,gneg
chr7,60411276,60411276,p36.33,acen
chr7,60411276,60411431,q11,gneg
chr7,60411431,60411431,p36.33,acen
chr7,60411431,60411587,q11,gneg
chr7,60411587,60411587,p36.33,acen
chr7,60411587,60411742,q11,gneg
chr7,60411742,60411742,p36.33,acen
chr7,60411742,60411897,q11,gneg
chr7,60411897,60411897,p36.33,acen
chr7,60411897,60412051,q11,gneg
chr7,60412051,60412051,p36.33,acen
chr7,60412051,60412904,q11,gneg
chr7,60412904,60412904,p36.33,acen
chr7,60412904,60413051,q11,gneg
chr7,60413051,60413051,p36.33,acen
chr7,60413051,60413207,q11,gneg
chr7,60413207,60413207,p36.33,acen
chr7,60413207,60413361,q11,gneg
chr7,60413361,60413361,p36.33,acen
chr7,60413361,60413515,q11,gneg
chr7,60413515,60413515,p36.33,acen
chr7,60413515,60413678,q11,gneg
chr7,60413678,60413678,p36.33,acen
chr7,60413678,60413825,q11,gneg
chr7,60413825,60413825,p36.33,acen
chr7,60413825,60413979,q11,gneg
chr7,60413979,60413979,p36.33,acen
chr7,60413979,60414131,q11,gneg
chr7,60414131,60414131,p36.33,acen
chr7,60414131,60414284,q11,gneg
chr7,60414284,60414284,p36.33,acen
chr7,60414284,60414440,q11,gneg
chr7,60414440,60414440,p36.33,acen
chr7,60414440,60414594,q11,gneg
chr7,60414594,60414594,p36.33,acen
chr7,60414594,60414757,q11,gneg
chr7,60414757,60414757,p36.33,acen
chr7,60414757,60414903,q11,gneg
chr7,60414903,60414903,p36.33,acen
chr7,60414903,60415059,q11,gneg
chr7,60415059,60415059,p36.33,acen
chr7,60415059,60415215,q11,gneg
chr7,60415215,60415215,p36.33,acen
chr7,60415215,60415369,q11,gneg
chr7,60415369,60415369,p36.33,acen
chr7,60415369,60415526,q11,gneg
chr7,60415526,60415526,p36.33,acen
chr7,60415526,60415681,q11,gneg
chr7,60415681,60415681,p36.33,acen
chr7,60415681,60415847,q11,gneg
chr7,60415847,60415847,p36.33,acen
chr7,60415847,60416000,q11,gneg
chr7,60416000,60416000,p36.33,acen
chr7,60416000,60416155,q11,gneg
chr7,60416155,60416155,p36.33,acen
chr7,60416155,60416311,q11,gneg
chr7,60416311,60416311,p36.33,acen
chr7,60416311,60416466,q11,gneg
chr7,60416466,60416466,p36.33,acen
chr7,60416466,60416620,q11,gneg
chr7,60416620,60416620,p36.33,acen
chr7,60416620,60416776,q11,gneg
chr7,60416776,60416776,p36.33,acen
chr7,60416776,60416931,q11,gneg
chr7,60416931,60416931,p36.33,acen
chr7,60416931,60417089,q11,gneg
chr7,60417089,60417089,p36.33,acen
chr7,60417089,60417245,q11,gneg
chr7,60417245,60417245,p36.33,acen
chr7,60417245,60417399,q11,gneg
chr7,60417399,60417399,p36.33,acen
chr7,60417399,60417555,q11,gneg
chr7,60417555,60417555,p36.33,acen
chr7,60417555,60417710,q11,gneg
chr7,60417710,60417710,p36.33,acen
chr7,60417710,60417866,q11,gneg
chr7,60417866,60417866,p36.33,acen
chr7,60417866,60418020,q11,gneg
chr7,60418020,60418020,p36.33,acen
chr7,60418020,60418176,q11,gneg
chr7,60418176,60418176,p36.33,acen
chr7,60418176,60418329,q11,gneg
chr7,60418329,60418329,p36.33,acen
chr7,60418329,60418486,q11,gneg
chr7,60418486,60418486,p36.33,acen
chr7,60418486,60418640,q11,gneg
chr7,60418640,60418640,p36.33,acen
chr7,60418640,60418798,q11,gneg
chr7,60418798,60418798,p36.33,acen
chr7,60418798,60418954,q11,gneg
chr7,60418954,60418954,p36.33,acen
chr7,60418954,60419110,q11,gneg
chr7,60419110,60419110,p36.33,acen
chr7,60419110,60419267,q11,gneg
chr7,60419267,60419267,p36.33,acen
chr7,60419267,60419869,q11,gneg
chr7,60419869,60419869,p36.33,acen
chr7,60419869,60420016,q11,gneg
chr7,60420016,60420016,p36.33,acen
chr7,60420016,60420479,q11,gneg
chr7,60420479,60420479,p36.33,acen
chr7,60420479,60420632,q11,gneg
chr7,60420632,60420632,p36.33,acen
chr7,60420632,60420788,q11,gneg
chr7,60420788,60420788,p36.33,acen
chr7,60420788,60420942,q11,gneg
chr7,60420942,60420942,p36.33,acen
chr7,60420942,60421096,q11,gneg
chr7,60421096,60421096,p36.33,acen
chr7,60421096,60421252,q11,gneg
chr7,60421252,60421252,p36.33,acen
chr7,60421252,60421405,q11,gneg
chr7,60421405,60421405,p36.33,acen
chr7,60421405,60421560,q11,gneg
chr7,60421560,60421560,p36.33,acen
chr7,60421560,60421715,q11,gneg
chr7,60421715,60421715,p36.33,acen
chr7,60421715,60421869,q11,gneg
chr7,60421869,60421869,p36.33,acen
chr7,60421869,60422023,q11,gneg
chr7,60422023,60422023,p36.33,acen
chr7,60422023,60422179,q11,gneg
chr7,60422179,60422179,p36.33,acen
chr7,60422179,60422333,q11,gneg
chr7,60422333,60422333,p36.33,acen
chr7,60422333,60422489,q11,gneg
chr7,60422489,60422489,p36.33,acen
chr7,60422489,60422652,q11,gneg
chr7,60422652,60422652,p36.33,acen
chr7,60422652,60422798,q11,gneg
chr7,60422798,60422798,p36.33,acen
chr7,60422798,60422954,q11,gneg
chr7,60422954,60422954,p36.33,acen
chr7,60422954,60423109,q11,gneg
chr7,60423109,60423109,p36.33,acen
chr7,60423109,60423264,q11,gneg
chr7,60423264,60423264,p36.33,acen
chr7,60423264,60423419,q11,gneg
chr7,60423419,60423419,p36.33,acen
chr7,60423419,60423573,q11,gneg
chr7,60423573,60423573,p36.33,acen
chr7,60423573,60423728,q11,gneg
chr7,60423728,60423728,p36.33,acen
chr7,60423728,60423884,q11,gneg
chr7,60423884,60423884,p36.33,acen
chr7,60423884,60424037,q11,gneg
chr7,60424037,60424037,p36.33,acen
chr7,60424037,60424191,q11,gneg
chr7,60424191,60424191,p36.33,acen
chr7,60424191,60424349,q11,gneg
chr7,60424349,60424349,p36.33,acen
chr7,60424349,60424502,q11,gneg
chr7,60424502,60424502,p36.33,acen
chr7,60424502,60424657,q11,gneg
chr7,60424657,60424657,p36.33,acen
chr7,60424657,60424811,q11,gneg
chr7,60424811,60424811,p36.33,acen
chr7,60424811,60424967,q11,gneg
chr7,60424967,60424967,p36.33,acen
chr7,60424967,60425123,q11,gneg
chr7,60425123,60425123,p36.33,acen
chr7,60425123,60425279,q11,gneg
chr7,60425279,60425279,p36.33,acen
chr7,60425279,60425439,q11,gneg
chr7,60425439,60425439,p36.33,acen
chr7,60425439,60425599,q11,gneg
chr7,60425599,60425599,p36.33,acen
chr7,60425599,60425754,q11,gneg
chr7,60425754,60425754,p36.33,acen
chr7,60425754,60425911,q11,gneg
chr7,60425911,60425911,p36.33,acen
chr7,60425911,60426057,q11,gneg
chr7,60426057,60426057,p36.33,acen
chr7,60426057,60426214,q11,gneg
chr7,60426214,60426214,p36.33,acen
chr7,60426214,60426370,q11,gneg
chr7,60426370,60426370,p36.33,acen
chr7,60426370,60426523,q11,gneg
chr7,60426523,60426523,p36.33,acen
chr7,60426523,60426677,q11,gneg
chr7,60426677,60426677,p36.33,acen
chr7,60426677,60426833,q11,gneg
chr7,60426833,60426833,p36.33,acen
chr7,60426833,60426989,q11,gneg
chr7,60426989,60426989,p36.33,acen
chr7,60426989,60427144,q11,gneg
chr7,60427144,60427144,p36.33,acen
chr7,60427144,60427300,q11,gneg
chr7,60427300,60427300,p36.33,acen
chr7,60427300,60427455,q11,gneg
chr7,60427455,60427455,p36.33,acen
chr7,60427455,60427609,q11,gneg
chr7,60427609,60427609,p36.33,acen
chr7,60427609,60427764,q11,gneg
chr7,60427764,60427764,p36.33,acen
chr7,60427764,60427920,q11,gneg
chr7,60427920,60427920,p36.33,acen
chr7,60427920,60428075,q11,gneg
chr7,60428075,60428075,p36.33,acen
chr7,60428075,60428228,q11,gneg
chr7,60428228,60428228,p36.33,acen
chr7,60428228,60428388,q11,gneg
chr7,60428388,60428388,p36.33,acen
chr7,60428388,60428542,q11,gneg
chr7,60428542,60428542,p36.33,acen
chr7,60428542,60428696,q11,gneg
chr7,60428696,60428696,p36.33,acen
chr7,60428696,60428851,q11,gneg
chr7,60428851,60428851,p36.33,acen
chr7,60428851,60429016,q11,gneg
chr7,60429016,60429016,p36.33,acen
chr7,60429016,60429162,q11,gneg
chr7,60429162,60429162,p36.33,acen
chr7,60429162,60429316,q11,gneg
chr7,60429316,60429316,p36.33,acen
chr7,60429316,60429481,q11,gneg
chr7,60429481,60429481,p36.33,acen
chr7,60429481,60429626,q11,gneg
chr7,60429626,60429626,p36.33,acen
chr7,60429626,60429780,q11,gneg
chr7,60429780,60429780,p36.33,acen
chr7,60429780,60429934,q11,gneg
chr7,60429934,60429934,p36.33,acen
chr7,60429934,60430088,q11,gneg
chr7,60430088,60430088,p36.33,acen
chr7,60430088,60430243,q11,gneg
chr7,60430243,60430243,p36.33,acen
chr7,60430243,60430888,q11,gneg
chr7,60430888,60430888,p36.33,acen
chr7,60430888,60431039,q11,gneg
chr7,60431039,60431039,p36.33,acen
chr7,60431039,60431193,q11,gneg
chr7,60431193,60431193,p36.33,acen
chr7,60431193,60431355,q11,gneg
chr7,60431355,60431355,p36.33,acen
chr7,60431355,60431501,q11,gneg
chr7,60431501,60431501,p36.33,acen
chr7,60431501,60431656,q11,gneg
chr7,60431656,60431656,p36.33,acen
chr7,60431656,60431812,q11,gneg
chr7,60431812,60431812,p36.33,acen
chr7,60431812,60431967,q11,gneg
chr7,60431967,60431967,p36.33,acen
chr7,60431967,60432123,q11,gneg
chr7,60432123,60432123,p36.33,acen
chr7,60432123,60432277,q11,gneg
chr7,60432277,60432277,p36.33,acen
chr7,60432277,60432431,q11,gneg
chr7,60432431,60432431,p36.33,acen
chr7,60432431,60432588,q11,gneg
chr7,60432588,60432588,p36.33,acen
chr7,60432588,60432742,q11,gneg
chr7,60432742,60432742,p36.33,acen
chr7,60432742,60432898,q11,gneg
chr7,60432898,60432898,p36.33,acen
chr7,60432898,60433052,q11,gneg
chr7,60433052,60433052,p36.33,acen
chr7,60433052,60433207,q11,gneg
chr7,60433207,60433207,p36.33,acen
chr7,60433207,60433360,q11,gneg
chr7,60433360,60433360,p36.33,acen
chr7,60433360,60433516,q11,gneg
chr7,60433516,60433516,p36.33,acen
chr7,60433516,60433671,q11,gneg
chr7,60433671,60433671,p36.33,acen
chr7,60433671,60433825,q11,gneg
chr7,60433825,60433825,p36.33,acen
chr7,60433825,60433981,q11,gneg
chr7,60433981,60433981,p36.33,acen
chr7,60433981,60434136,q11,gneg
chr7,60434136,60434136,p36.33,acen
chr7,60434136,60434290,q11,gneg
chr7,60434290,60434290,p36.33,acen
chr7,60434290,60434446,q11,gneg
chr7,60434446,60434446,p36.33,acen
chr7,60434446,60434601,q11,gneg
chr7,60434601,60434601,p36.33,acen
chr7,60434601,60434757,q11,gneg
chr7,60434757,60434757,p36.33,acen
chr7,60434757,60434914,q11,gneg
chr7,60434914,60434914,p36.33,acen
chr7,60434914,60435068,q11,gneg
chr7,60435068,60435068,p36.33,acen
chr7,60435068,60435224,q11,gneg
chr7,60435224,60435224,p36.33,acen
chr7,60435224,60435378,q11,gneg
chr7,60435378,60435378,p36.33,acen
chr7,60435378,60435532,q11,gneg
chr7,60435532,60435532,p36.33,acen
chr7,60435532,60435687,q11,gneg
chr7,60435687,60435687,p36.33,acen
chr7,60435687,60435842,q11,gneg
chr7,60435842,60435842,p36.33,acen
chr7,60435842,60435997,q11,gneg
chr7,60435997,60435997,p36.33,acen
chr7,60435997,60436151,q11,gneg
chr7,60436151,60436151,p36.33,acen
chr7,60436151,60436307,q11,gneg
chr7,60436307,60436307,p36.33,acen
chr7,60436307,60436463,q11,gneg
chr7,60436463,60436463,p36.33,acen
chr7,60436463,60436617,q11,gneg
chr7,60436617,60436617,p36.33,acen
chr7,60436617,60436773,q11,gneg
chr7,60436773,60436773,p36.33,acen
chr7,60436773,60436927,q11,gneg
chr7,60436927,60436927,p36.33,acen
chr7,60436927,60437081,q11,gneg
chr7,60437081,60437081,p36.33,acen
chr7,60437081,60437236,q11,gneg
chr7,60437236,60437236,p36.33,acen
chr7,60437236,60437392,q11,gneg
chr7,60437392,60437392,p36.33,acen
chr7,60437392,60437545,q11,gneg
chr7,60437545,60437545,p36.33,acen
chr7,60437545,60437701,q11,gneg
chr7,60437701,60437701,p36.33,acen
chr7,60437701,60437856,q11,gneg
chr7,60437856,60437856,p36.33,acen
chr7,60437856,60438011,q11,gneg
chr7,60438011,60438011,p36.33,acen
chr7,60438011,60438167,q11,gneg
chr7,60438167,60438167,p36.33,acen
chr7,60438167,60438320,q11,gneg
chr7,60438320,60438320,p36.33,acen
chr7,60438320,60438476,q11,gneg
chr7,60438476,60438476,p36.33,acen
chr7,60438476,60438632,q11,gneg
chr7,60438632,60438632,p36.33,acen
chr7,60438632,60438787,q11,gneg
chr7,60438787,60438787,p36.33,acen
chr7,60438787,60438941,q11,gneg
chr7,60438941,60438941,p36.33,acen
chr7,60438941,60439097,q11,gneg
chr7,60439097,60439097,p36.33,acen
chr7,60439097,60439255,q11,gneg
chr7,60439255,60439255,p36.33,acen
chr7,60439255,60439414,q11,gneg
chr7,60439414,60439414,p36.33,acen
chr7,60439414,60439568,q11,gneg
chr7,60439568,60439568,p36.33,acen
chr7,60439568,60439723,q11,gneg
chr7,60439723,60439723,p36.33,acen
chr7,60439723,60439882,q11,gneg
chr7,60439882,60439882,p36.33,acen
chr7,60439882,60440035,q11,gneg
chr7,60440035,60440035,p36.33,acen
chr7,60440035,60440190,q11,gneg
chr7,60440190,60440190,p36.33,acen
chr7,60440190,60440345,q11,gneg
chr7,60440345,60440345,p36.33,acen
chr7,60440345,60440499,q11,gneg
chr7,60440499,60440499,p36.33,acen
chr7,60440499,60440654,q11,gneg
chr7,60440654,60440654,p36.33,acen
chr7,60440654,60440810,q11,gneg
chr7,60440810,60440810,p36.33,acen
chr7,60440810,60440964,q11,gneg
chr7,60440964,60440964,p36.33,acen
chr7,60440964,60441119,q11,gneg
chr7,60441119,60441119,p36.33,acen
chr7,60441119,60441275,q11,gneg
chr7,60441275,60441275,p36.33,acen
chr7,60441275,60441433,q11,gneg
chr7,60441433,60441433,p36.33,acen
chr7,60441433,60441587,q11,gneg
chr7,60441587,60441587,p36.33,acen
chr7,60441587,60441742,q11,gneg
chr7,60441742,60441742,p36.33,acen
chr7,60441742,60441898,q11,gneg
chr7,60441898,60441898,p36.33,acen
chr7,60441898,60442054,q11,gneg
chr7,60442054,60442054,p36.33,acen
chr7,60442054,60442209,q11,gneg
chr7,60442209,60442209,p36.33,acen
chr7,60442209,60442364,q11,gneg
chr7,60442364,60442364,p36.33,acen
chr7,60442364,60442518,q11,gneg
chr7,60442518,60442518,p36.33,acen
chr7,60442518,60442673,q11,gneg
chr7,60442673,60442673,p36.33,acen
chr7,60442673,60442829,q11,gneg
chr7,60442829,60442829,p36.33,acen
chr7,60442829,60442985,q11,gneg
chr7,60442985,60442985,p36.33,acen
chr7,60442985,60443544,q11,gneg
chr7,60443544,60443544,p36.33,acen
chr7,60443544,60443698,q11,gneg
chr7,60443698,60443698,p36.33,acen
chr7,60443698,60443844,q11,gneg
chr7,60443844,60443844,p36.33,acen
chr7,60443844,60443999,q11,gneg
chr7,60443999,60443999,p36.33,acen
chr7,60443999,60444152,q11,gneg
chr7,60444152,60444152,p36.33,acen
chr7,60444152,60444308,q11,gneg
chr7,60444308,60444308,p36.33,acen
chr7,60444308,60444463,q11,gneg
chr7,60444463,60444463,p36.33,acen
chr7,60444463,60444617,q11,gneg
chr7,60444617,60444617,p36.33,acen
chr7,60444617,60444771,q11,gneg
chr7,60444771,60444771,p36.33,acen
chr7,60444771,60444927,q11,gneg
chr7,60444927,60444927,p36.33,acen
chr7,60444927,60445090,q11,gneg
chr7,60445090,60445090,p36.33,acen
chr7,60445090,60445236,q11,gneg
chr7,60445236,60445236,p36.33,acen
chr7,60445236,60445392,q11,gneg
chr7,60445392,60445392,p36.33,acen
chr7,60445392,60445547,q11,gneg
chr7,60445547,60445547,p36.33,acen
chr7,60445547,60445702,q11,gneg
chr7,60445702,60445702,p36.33,acen
chr7,60445702,60445856,q11,gneg
chr7,60445856,60445856,p36.33,acen
chr7,60445856,60446011,q11,gneg
chr7,60446011,60446011,p36.33,acen
chr7,60446011,60446164,q11,gneg
chr7,60446164,60446164,p36.33,acen
chr7,60446164,60446319,q11,gneg
chr7,60446319,60446319,p36.33,acen
chr7,60446319,60446474,q11,gneg
chr7,60446474,60446474,p36.33,acen
chr7,60446474,60446630,q11,gneg
